Date;Start;End;Biomass [MWh] Original resolutions;Hydropower [MWh] Original resolutions;Wind offshore [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other renewable [MWh] Original resolutions;Nuclear [MWh] Original resolutions;Lignite [MWh] Original resolutions;Hard coal [MWh] Original resolutions;Fossil gas [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions;Other conventional [MWh] Original resolutions
Feb 8 2021;6:00 PM;6:15 PM;1184.25;496.5;1456.75;3098;0;55.75;1994.25;3961.75;1965;2708.25;695.25;429.25
Feb 8 2021;6:15 PM;6:30 PM;1184.5;498.5;1457.25;3059.25;0;55.75;1997;3977.25;1970.25;2729.75;589;430.5
Feb 8 2021;6:30 PM;6:45 PM;1186.25;503.75;1497.75;2987.25;0;56;1996;3961.75;1962;2728.5;601.25;431.5
Feb 8 2021;6:45 PM;7:00 PM;1185;507;1571.25;2859.5;0;56;1995.75;3960.5;1975.5;2729.25;599;420.25
Feb 8 2021;7:00 PM;7:15 PM;1186.75;488.75;1597.75;2793;0;55.75;1995.5;3967.5;2045.5;2724.75;670.5;404
Feb 8 2021;7:15 PM;7:30 PM;1188;488;1596;2739.75;0;56;1995.5;3967.25;2039.5;2723;554.25;400.75
Feb 8 2021;7:30 PM;7:45 PM;1182.25;489;1598.25;2658.5;0;56;1994.5;3968.5;1996.5;2687.25;529.5;400.75
Feb 8 2021;7:45 PM;8:00 PM;1179.75;488.5;1602.25;2564.25;0;56;1994;3961.25;1953.5;2640.5;387.5;404
Feb 8 2021;8:00 PM;8:15 PM;1172.75;490.25;1601.5;2502.75;0;56;1995.5;3990;1928.25;2622.25;420.5;404.5
Feb 8 2021;8:15 PM;8:30 PM;1168.75;481;1600.25;2397.5;0;55.75;1995.75;3995;1949.5;2625.25;327;404.25
Feb 8 2021;8:30 PM;8:45 PM;1164.25;472.25;1602.25;2328;0;56;1995;3981;1897.5;2628.5;260.75;404.75
Feb 8 2021;8:45 PM;9:00 PM;1163.25;457.25;1601.75;2268;0;56;1994.25;3970.75;1892.5;2607.25;198.75;406
Feb 8 2021;9:00 PM;9:15 PM;1162.25;485.75;1602.25;2180.75;0;56;1996.75;3973.75;1918;2469;144.25;404.25
Feb 8 2021;9:15 PM;9:30 PM;1154.5;464.75;1603.25;2100.75;0;55.75;1997.75;3977.5;1923.5;2439.75;91.25;404
Feb 8 2021;9:30 PM;9:45 PM;1158.75;460;1596.5;2052.75;0;56;1996.75;3974.5;1914.75;2387;99.25;403.75
Feb 8 2021;9:45 PM;10:00 PM;1154.25;448.25;1594;1962.25;0;56;1996.5;3966.25;1896.25;2354.5;103.75;405.25
Feb 8 2021;10:00 PM;10:15 PM;1152.75;455;1602.25;1790.25;0;56;1997.75;3982.25;1818.75;2328;109.5;401.75
Feb 8 2021;10:15 PM;10:30 PM;1152.5;451.75;1601.5;1733.25;0;56;1997.25;3971;1807.25;2316.5;79.75;401.25
Feb 8 2021;10:30 PM;10:45 PM;1154.75;451.25;1601.5;1687.25;0;56;1997.75;3981.5;1818;2315.5;66.5;401.75
Feb 8 2021;10:45 PM;11:00 PM;1152;450.75;1600.25;1664;0;56;1997.25;3970;1805.25;2293;54.5;401.25
Feb 8 2021;11:00 PM;11:15 PM;1155;457.5;1598.25;1650;0;56;1998.25;3979;1799.5;2295.75;87.5;400.5
Feb 8 2021;11:15 PM;11:30 PM;1153;452.5;1598.75;1611;0;56;1995.5;3971.5;1749.75;2252.25;29.25;400.75
Feb 8 2021;11:30 PM;11:45 PM;1156.75;458.25;1596.5;1617.25;0;56.25;1997.5;3975.25;1706.25;2245.25;22.75;402
Feb 8 2021;11:45 PM;12:00 AM;1151.75;452;1599.5;1612;0;56;1995;3938.25;1626;2200.25;8.75;401.5
Feb 9 2021;12:00 AM;12:15 AM;1142;454.5;1600;1606.5;0;56.25;1996.75;3879.25;1570.75;2145;10.25;397.5
Feb 9 2021;12:15 AM;12:30 AM;1141;459;1596;1569;0;56.25;1999;3784.5;1511.5;2098;119.5;396.75
Feb 9 2021;12:30 AM;12:45 AM;1136.75;453.5;1639.25;1554.75;0;56.25;2001;3783;1512.25;2042.75;223.75;398
Feb 9 2021;12:45 AM;1:00 AM;1138.25;457.75;1649.25;1535;0;56.25;2000.25;3773.75;1488;2027;136;396.25
Feb 9 2021;1:00 AM;1:15 AM;1137.75;458;1665.25;1529.25;0;56.25;2002.5;3782.25;1491.5;2048;29.75;396
Feb 9 2021;1:15 AM;1:30 AM;1127.25;454.25;1683.5;1514.5;0;56.25;2001.5;3773.75;1478;2050.75;6.25;395.75
Feb 9 2021;1:30 AM;1:45 AM;1128.5;459.75;1678.5;1488;0;56.25;2003.75;3772;1450.25;2032;2.5;395.25
Feb 9 2021;1:45 AM;2:00 AM;1130;460.75;1670.75;1505.75;0;56.25;2001.5;3752;1462.25;1995;2.5;394
Feb 9 2021;2:00 AM;2:15 AM;1135.25;469.5;1660;1500.75;0;56.25;2003.75;3777.5;1481.25;2031.25;3.25;391.75
Feb 9 2021;2:15 AM;2:30 AM;1131.5;455;1653.75;1509;0;56.25;2002.25;3787.25;1481.5;2008.5;12.75;393.5
Feb 9 2021;2:30 AM;2:45 AM;1134.75;460.75;1652.75;1522;0;56.25;2001.5;3766.5;1503.75;2019.75;15;392.25
Feb 9 2021;2:45 AM;3:00 AM;1136.25;459.5;1663.25;1503;0;56.25;2003;3766.5;1506.5;2008.25;5;391.25
Feb 9 2021;3:00 AM;3:15 AM;1138.25;460.25;1654.75;1514.25;0;56.25;2004.25;3763.5;1480;1982.75;2.75;390.5
Feb 9 2021;3:15 AM;3:30 AM;1134.75;455.5;1657.25;1543.25;0;56.25;1999.5;3756.5;1466.5;2013.75;3.25;383.75
Feb 9 2021;3:30 AM;3:45 AM;1136.25;456.75;1637.75;1586.25;0;56.25;1999.25;3748;1475.25;2011.75;3.25;394.25
Feb 9 2021;3:45 AM;4:00 AM;1131.75;456;1642.25;1595.5;0;56.25;2002;3747.5;1505.5;1948;3.25;395
Feb 9 2021;4:00 AM;4:15 AM;1132.25;456.75;1621.25;1634.75;0;56.25;2002.75;3701.75;1553;2016.5;18.75;385.75
Feb 9 2021;4:15 AM;4:30 AM;1136;458;1637;1622;0;56.25;2003.75;3709.5;1582.25;2058.25;6.25;382
Feb 9 2021;4:30 AM;4:45 AM;1134.5;454;1630.75;1640.5;0;56.25;2004.5;3728.75;1614;2054.75;12;391
Feb 9 2021;4:45 AM;5:00 AM;1129.25;451.75;1621;1660.75;0;56;2004.25;3713.5;1670.25;2066.75;12.25;392.25
Feb 9 2021;5:00 AM;5:15 AM;1135.25;447.5;1636.25;1649.5;0;56;2000.25;3715;1688.75;2133.5;29.5;392.75
Feb 9 2021;5:15 AM;5:30 AM;1135;440.75;1633.5;1642.5;0;56;2004.25;3740.5;1729;2168.5;59.25;395
Feb 9 2021;5:30 AM;5:45 AM;1132.75;436.75;1619.5;1615.25;0;56;2003.75;3716.75;1823.75;2231.5;56.75;393.75
Feb 9 2021;5:45 AM;6:00 AM;1133.5;438;1613.5;1552.75;0;56;2003;3736.5;1961.5;2276.5;57.5;396
Feb 9 2021;6:00 AM;6:15 AM;1139.75;436;1602.5;1617.5;0;56;1994;3726;2081.75;2431;205.75;390.5
Feb 9 2021;6:15 AM;6:30 AM;1148.5;455;1597;1624;0;55.75;1998;3734;2210;2559;357.5;386
Feb 9 2021;6:30 AM;6:45 AM;1150.75;437.5;1618.25;1583.25;0;55.75;2000.25;3721.5;2312;2685.25;468.5;388.5
Feb 9 2021;6:45 AM;7:00 AM;1155;454;1624;1608.75;0;55.75;1991.25;3731;2391.75;2783.25;539;385.25
Feb 9 2021;7:00 AM;7:15 AM;1154.75;435.25;1638.25;1572;0;55.75;1984.25;3729.25;2502.5;2834.25;225.75;392.25
Feb 9 2021;7:15 AM;7:30 AM;1170.75;447.75;1644.75;1591.5;1.75;55.75;1986;3746.75;2545.5;2837;337.25;394.75
Feb 9 2021;7:30 AM;7:45 AM;1173.25;458;1658.75;1568.5;14.5;55.5;1992.25;3754.25;2574.5;2879.75;470.75;395.5
Feb 9 2021;7:45 AM;8:00 AM;1178;457;1656;1579;37;55.5;2002.25;3750.25;2605.25;2904.75;472.25;395.5
Feb 9 2021;8:00 AM;8:15 AM;1177.75;450.75;1643;1606.5;41.5;55.5;2007.75;3790.5;2637.5;2935.75;581.25;395.75
Feb 9 2021;8:15 AM;8:30 AM;1184;460.75;1646.75;1577.75;58.5;55.5;2023.5;3848.75;2658.25;2958.25;637.75;396.75
Feb 9 2021;8:30 AM;8:45 AM;1181.75;464.75;1631.75;1527.75;88;55.5;2029.5;3827.5;2654.5;2965.75;737.75;392.75
Feb 9 2021;8:45 AM;9:00 AM;1178.75;462;1633.5;1514.75;114.75;55.25;2030.5;3836.25;2681.75;2962.5;787.75;394.75
Feb 9 2021;9:00 AM;9:15 AM;1170.5;471;1639.25;1460.25;140.75;54.5;2030;3836;2694;2969;1045.5;393.25
Feb 9 2021;9:15 AM;9:30 AM;1167;466.25;1642.5;1432;168.5;54.5;2038.25;3839.25;2706;2966;1228.25;394.75
Feb 9 2021;9:30 AM;9:45 AM;1169.25;469.75;1637.25;1427.5;204.75;54.5;2041.5;3838.75;2732.25;2963;1260.75;398.25
Feb 9 2021;9:45 AM;10:00 AM;1171.25;452;1636.25;1402;247;54.5;2041.5;3833.75;2737.25;3009;1228.25;431.75
Feb 9 2021;10:00 AM;10:15 AM;1162.5;442.75;1631.75;1389.25;287.25;54.5;2042.5;3693;2754;3015.5;1083;431.75
Feb 9 2021;10:15 AM;10:30 AM;1163.5;449.25;1639;1388.5;317;54.5;2042.5;3619.5;2754;3020.5;1152.5;422.5
Feb 9 2021;10:30 AM;10:45 AM;1163.25;464.5;1642.5;1391;354.5;54.5;2042;3610.5;2737.75;3024.75;1150;419.75
Feb 9 2021;10:45 AM;11:00 AM;1164.5;467.5;1640.5;1413.75;385.25;54.5;2040.25;3615.75;2688.5;3023.25;1056.75;427.75
Feb 9 2021;11:00 AM;11:15 AM;1155.75;450.75;1532.5;1449.75;412;54.5;2039.5;3612.5;2679;3031;1009.5;433.25
Feb 9 2021;11:15 AM;11:30 AM;1152;458.5;1447.25;1443.5;437.75;54.5;2040.25;3603.5;2680.25;3035;1100.5;432.75
Feb 9 2021;11:30 AM;11:45 AM;1150.25;465.25;1450.75;1416.75;456.5;54.75;2040.75;3610.5;2685.25;3047.75;1161.5;437.25
Feb 9 2021;11:45 AM;12:00 PM;1151.25;456.5;1440.25;1414.75;480;55.25;2040.5;3610.75;2689;3074;1072.75;439.75
Feb 9 2021;12:00 PM;12:15 PM;1140;459;1433;1388.25;503.5;55.25;2040.5;3613;2695.5;3077.75;600.5;442
Feb 9 2021;12:15 PM;12:30 PM;1139.5;454.25;1383.75;1365.75;525;55.5;2040.5;3608.25;2718.5;3111.5;430.75;438
Feb 9 2021;12:30 PM;12:45 PM;1145;475;1350.5;1339;523.75;55.5;2041;3679.75;2731.75;3113.5;308.5;441.5
Feb 9 2021;12:45 PM;1:00 PM;1147.5;464.25;1325;1321.5;530;55.5;2040;3702.75;2750;3115.5;346.5;442.5
Feb 9 2021;1:00 PM;1:15 PM;1140.25;479.25;1300;1316;524.75;55.5;2040.25;3745.25;2773.5;3139;444.75;439.75
Feb 9 2021;1:15 PM;1:30 PM;1136.25;477.75;1261.25;1306.5;509.75;55.75;2040.25;3758;2792.75;3143.5;426.5;438
Feb 9 2021;1:30 PM;1:45 PM;1137.5;479.5;1258.5;1273.75;494.25;55.75;2040.5;3785.75;2800;3138;331.75;437.5
Feb 9 2021;1:45 PM;2:00 PM;1139.25;452.25;1240.5;1253;473.5;55.75;2040.5;3786.25;2807.25;3142.25;235.5;439
Feb 9 2021;2:00 PM;2:15 PM;1140.75;451.75;1199.25;1209.75;450.75;55.75;2040.5;3789.75;2816.5;3153.75;227.75;440.5
Feb 9 2021;2:15 PM;2:30 PM;1141;434.25;1178.25;1177;428.25;55.75;2041;3826.75;2825.25;3164;223.25;441
Feb 9 2021;2:30 PM;2:45 PM;1138.25;439.5;1166;1147.75;400.75;55.75;2040.75;3828.5;2824;3178;218.75;439.25
Feb 9 2021;2:45 PM;3:00 PM;1139.75;440.75;1154;1113.5;365.5;55.75;2041;3808.75;2793.75;3176;198;439.75
Feb 9 2021;3:00 PM;3:15 PM;1135.75;457.25;1140.25;1088;328.75;55.75;2042.75;3763.75;2778.25;3173.5;425.5;434.5
Feb 9 2021;3:15 PM;3:30 PM;1139.25;478.25;1136.75;1030.25;283.75;55.75;2043.5;3757.25;2825.25;3152.25;466.5;391.75
Feb 9 2021;3:30 PM;3:45 PM;1142.75;482.75;1112.75;1003.75;238.5;55.75;2041.75;3753.25;2838.25;3160.5;451;393.5
Feb 9 2021;3:45 PM;4:00 PM;1149.75;489.5;1117.5;976.75;190.25;55.75;2040.75;3748;2824.75;3162;560.75;397.5
Feb 9 2021;4:00 PM;4:15 PM;1153;441.75;1112.75;940;144.25;55.75;2039;3751;2817.75;3155.5;445;398.75
Feb 9 2021;4:15 PM;4:30 PM;1157;443.25;1110;887.5;101.25;55.75;2040.25;3761.5;2827.75;3171;456;396.75
Feb 9 2021;4:30 PM;4:45 PM;1162;453.25;1091.5;860;66.75;55.75;2040.75;3765.75;2850.25;3181.25;433.5;395.75
Feb 9 2021;4:45 PM;5:00 PM;1160.75;451.5;1065.25;867.25;36.75;55.75;2040;3769;2866.75;3188.5;508.75;398.25
Feb 9 2021;5:00 PM;5:15 PM;1168.25;479;1044.5;869.5;16.25;55.75;2037.5;3803.5;2810.25;3200.75;584.5;402
Feb 9 2021;5:15 PM;5:30 PM;1173.25;503.5;1037.75;846.25;5;55.75;2037.5;3835.75;2838.25;3191;657;425.25
Feb 9 2021;5:30 PM;5:45 PM;1180.5;503;1030.75;843.75;0.25;55.75;2037.75;3829.5;2871;3214;727.25;427.5
Feb 9 2021;5:45 PM;6:00 PM;1193;505;1071.75;854;0;55.75;2039;3846;2908.75;3218;895.25;426.5
Feb 9 2021;6:00 PM;6:15 PM;1193;507;1069;870.5;0;55.75;2037;3839;2886;3218.25;935.25;427.25
Feb 9 2021;6:15 PM;6:30 PM;1190.25;507.25;1044.25;883.25;0;55.75;2037.25;3836.25;2898.25;3218.5;925.25;424.75
Feb 9 2021;6:30 PM;6:45 PM;1198;504.25;1033.5;898.25;0;55.75;2036.25;3834;2885.5;3203.5;875.5;424
Feb 9 2021;6:45 PM;7:00 PM;1192.75;517.25;1048.75;914;0;55.75;2036.5;3825.5;2904.75;3165.25;828.25;406.25
Feb 9 2021;7:00 PM;7:15 PM;1182.75;517.25;1080.5;929;0;55.75;2036.5;3823.5;2907.75;3110.75;719.5;402.5
Feb 9 2021;7:15 PM;7:30 PM;1178.25;480.5;1114.25;950;0;55.75;2036.75;3808.25;2940;3129.5;422.5;401
Feb 9 2021;7:30 PM;7:45 PM;1177.75;462.5;1130.25;973;0;55.75;2036.5;3807.5;2974;3140.5;194.75;400.25
Feb 9 2021;7:45 PM;8:00 PM;1176.75;458;1120.5;986.5;0;55.75;2036.5;3744.25;2978.5;3125.75;140.75;399.25
Feb 9 2021;8:00 PM;8:15 PM;1169.25;483.25;1108.25;997.25;0;55.75;2036.25;3702.5;2946.25;2990.5;132.25;400.5
Feb 9 2021;8:15 PM;8:30 PM;1163.25;461.5;1145.75;981.25;0;55.75;2038;3690;2929.5;2937.25;54.75;400.5
Feb 9 2021;8:30 PM;8:45 PM;1169.25;446.5;1157.5;983.75;0;55.75;2035.5;3647.75;2897.25;2904.25;39.5;400.75
Feb 9 2021;8:45 PM;9:00 PM;1163.5;444.75;1138;1011.75;0;55.75;2040;3668.75;2870.25;2803.25;51.25;400.5
Feb 9 2021;9:00 PM;9:15 PM;1154.25;460.25;1134.5;1015.75;0;55.75;2040.75;3678.25;2861;2681.5;216.5;399.5
Feb 9 2021;9:15 PM;9:30 PM;1156;445.5;1147.25;994.75;0;56;2041.25;3681.25;2860;2633.75;247;399.5
Feb 9 2021;9:30 PM;9:45 PM;1158;445.25;1144.75;991.25;0;56;2040.75;3678.5;2826.75;2572.5;145.75;398.5
Feb 9 2021;9:45 PM;10:00 PM;1161.25;445.25;1135.25;1016.5;0;56;2041.5;3677.25;2767.5;2496;156.75;395.75
Feb 9 2021;10:00 PM;10:15 PM;1156;448.25;1175.5;955.25;0;56;2040.25;3672.75;2701.25;2564.75;120;391.25
Feb 9 2021;10:15 PM;10:30 PM;1155.25;446.5;1159.75;946;0;56;2040;3669.25;2663;2524;119.5;398.25
Feb 9 2021;10:30 PM;10:45 PM;1156.75;447;1100.5;952.75;0;56.25;2041;3675.5;2595.5;2443.5;56;397.25
Feb 9 2021;10:45 PM;11:00 PM;1155.25;447.25;1101;924.75;0;56.25;2041;3664;2512;2353.5;56;393.5
Feb 9 2021;11:00 PM;11:15 PM;1150;462.5;1067.25;917.75;0;56.25;2041.25;3661;2498.75;2341.25;208.5;394.5
Feb 9 2021;11:15 PM;11:30 PM;1149.25;448.25;1015.75;936.5;0;56.25;2041.25;3652.5;2436;2376.25;50.5;389.25
Feb 9 2021;11:30 PM;11:45 PM;1150.5;445.75;985.5;960.75;0;56.25;2041.5;3664.75;2372;2406.75;13.5;395
Feb 9 2021;11:45 PM;12:00 AM;1150.25;445;946.25;975.5;0;56.25;2041.5;3627.75;2228.75;2383.75;5;396
Feb 10 2021;12:00 AM;12:15 AM;1142.75;474.5;890.25;987.75;0;56.25;2041.75;3598.75;2145;2305.75;115;391.75
Feb 10 2021;12:15 AM;12:30 AM;1141.25;467.25;861;980;0;56.25;2041.25;3596;2091.25;2223;95.5;391.25
Feb 10 2021;12:30 AM;12:45 AM;1137.5;451;860.5;946;0;56.25;2041.25;3614.75;2067.25;2191.25;49.5;392
Feb 10 2021;12:45 AM;1:00 AM;1138.75;453.5;818.5;977.5;0;56.25;2040.5;3619;2020;2162;29;391.75
Feb 10 2021;1:00 AM;1:15 AM;1141;472.5;776.5;938;0;56.5;2042.5;3641.25;1992.25;2172.25;43.75;392.75
Feb 10 2021;1:15 AM;1:30 AM;1139;461.5;760;912.5;0;56.25;2041.25;3633;1948;2184.75;50;392.5
Feb 10 2021;1:30 AM;1:45 AM;1127;456.5;774.75;904.75;0;56.25;2041.75;3643;1919.25;2172;34.75;392.5
Feb 10 2021;1:45 AM;2:00 AM;1135;446.25;737.5;898.25;0;56.25;2042;3650.75;1915.5;2171.5;12.75;392.5
Feb 10 2021;2:00 AM;2:15 AM;1142.5;462.25;719.25;910.75;0;56.25;2043.25;3690;1923;2149.25;26;393.25
Feb 10 2021;2:15 AM;2:30 AM;1141.25;454;741.25;923.25;0;56.25;2042.75;3738.5;1899;2139.5;9.25;392
Feb 10 2021;2:30 AM;2:45 AM;1142.5;446;797.5;922.25;0;56.25;2042.25;3733.75;1878.25;2096.5;8.75;391.25
Feb 10 2021;2:45 AM;3:00 AM;1140;446.75;778;929.75;0;56.5;2043.25;3745.25;1844;2062.5;9.25;388
Feb 10 2021;3:00 AM;3:15 AM;1139.25;452;763.75;943.25;0;56.25;2043.25;3761.75;1808.5;2055.75;24;389.5
Feb 10 2021;3:15 AM;3:30 AM;1146.25;461.25;761.5;955.5;0;56.25;2043;3763.75;1774;2067;41.25;390.5
Feb 10 2021;3:30 AM;3:45 AM;1143.5;455.5;708.5;1032;0;56.25;2043;3756.75;1756;2067;36.75;389.25
Feb 10 2021;3:45 AM;4:00 AM;1144;451.5;749.5;1067.25;0;56.25;2043.75;3792;1787.5;2072.75;30.5;392.25
Feb 10 2021;4:00 AM;4:15 AM;1143.25;464.25;810.25;1050.25;0;56.5;2045.25;3811;1800.5;2092.5;32;394
Feb 10 2021;4:15 AM;4:30 AM;1146.25;450;814.75;1118.5;0;56.5;2044;3828.25;1833;2083.75;27;392
Feb 10 2021;4:30 AM;4:45 AM;1144.25;438.5;823.25;1190.75;0;56.25;2043;3814.25;1839.75;2052;33.75;393.25
Feb 10 2021;4:45 AM;5:00 AM;1142.25;437;888.25;1203.5;0;56.25;2043.5;3837;1849.5;2089.75;47.75;392.5
Feb 10 2021;5:00 AM;5:15 AM;1150;439;901.5;1216;0;56;2043;3856.25;1814.75;2156.5;40.5;386.5
Feb 10 2021;5:15 AM;5:30 AM;1150;436.75;928.5;1204.5;0;56;2041.75;3860.5;1875.25;2222.75;58.5;388.25
Feb 10 2021;5:30 AM;5:45 AM;1144.5;435.75;929;1235.25;0;56;2041.25;3859.25;1967;2325.75;60.25;392.5
Feb 10 2021;5:45 AM;6:00 AM;1142.75;432;933.5;1329;0;56;2041.75;3863.25;2104.75;2439;40.25;392.25
Feb 10 2021;6:00 AM;6:15 AM;1147.5;447;901.75;1399.75;0;56;2038;3839.75;2149;2614.5;62.5;382.75
Feb 10 2021;6:15 AM;6:30 AM;1155;433.5;982.5;1416.5;0;56;2044;3861.5;2261.25;2762.75;119.5;389.25
Feb 10 2021;6:30 AM;6:45 AM;1152;451.25;1093;1408;0;55.75;2044.5;3869.25;2373.25;2829;140.5;388.5
Feb 10 2021;6:45 AM;7:00 AM;1153.75;466;1188.25;1390.75;0;55.75;2044.75;3869;2472;2868;186;389.75
Feb 10 2021;7:00 AM;7:15 AM;1160.25;442.75;1204.25;1390;0;55.75;2034;3841.25;2525.25;2828;289;392.5
Feb 10 2021;7:15 AM;7:30 AM;1167.5;455;1167.25;1402.25;3.75;55.75;2042.75;3893.5;2542.25;2875.5;422;392
Feb 10 2021;7:30 AM;7:45 AM;1161.5;450.75;1178;1452;19.75;55.75;2043;3888.75;2551.25;2963.5;485;383.5
Feb 10 2021;7:45 AM;8:00 AM;1173;456.25;1248.5;1409.25;36;55.75;2044.75;3893.75;2551.75;3000.25;568.5;390.75
Feb 10 2021;8:00 AM;8:15 AM;1180;455;1187;1379.25;37;55.75;2046.5;3886.75;2571.75;3062.75;707.5;394.75
Feb 10 2021;8:15 AM;8:30 AM;1187.75;460.25;1197;1366.5;63.5;55.5;2045.25;3902;2595.25;3092.5;740.75;395.5
Feb 10 2021;8:30 AM;8:45 AM;1185.75;461.25;1238;1346.75;98.75;55.75;2045.25;3913;2601;3101.75;750.5;394.75
Feb 10 2021;8:45 AM;9:00 AM;1184.75;460.25;1201.5;1357.5;127.25;55.75;2045.25;3920.25;2601.75;3118.75;654.5;395.25
Feb 10 2021;9:00 AM;9:15 AM;1177.5;468;1159.5;1335.75;159.25;55.75;2046;3925.5;2587.25;3126.25;851.25;396.25
Feb 10 2021;9:15 AM;9:30 AM;1165.25;453.75;1204;1287.25;194.25;55.5;2045;3925.75;2590.25;3124.25;919.75;396
Feb 10 2021;9:30 AM;9:45 AM;1174.25;464.25;1215;1249.75;245.5;55.5;2044.75;3913.5;2594.25;3104.25;986.5;401.5
Feb 10 2021;9:45 AM;10:00 AM;1172.25;462.75;1179.25;1216;301.25;55.5;2044.75;3929.5;2586;3165.5;978.5;436
Feb 10 2021;10:00 AM;10:15 AM;1171;455;1154.75;1231.75;358;55.5;2043.25;3927.5;2591.5;3171.25;958.75;443.75
Feb 10 2021;10:15 AM;10:30 AM;1168.25;453.5;1107.75;1278.75;401.5;55.5;2042.25;3915.5;2581.25;3175.75;892;446.75
Feb 10 2021;10:30 AM;10:45 AM;1168;448.75;1120.25;1298.5;439.5;55.5;2041.75;3914.75;2558;3188.5;857.25;446.5
Feb 10 2021;10:45 AM;11:00 AM;1166.75;441.5;1082.5;1298.25;480.5;55.5;2041.75;3913;2523.5;3184.75;935;443.25
Feb 10 2021;11:00 AM;11:15 AM;1163.75;434.5;1077.75;1312.75;517.25;55.5;2043.25;3914.75;2507.75;3236.75;738.25;434
Feb 10 2021;11:15 AM;11:30 AM;1162.75;434;1056.75;1322.75;546.5;55.25;2043.75;3918.75;2515.25;3244;757;432.5
Feb 10 2021;11:30 AM;11:45 AM;1167;439.75;981.75;1345;573.75;55.25;2043.75;3913.25;2485.25;3243.25;834.5;432.75
Feb 10 2021;11:45 AM;12:00 PM;1166;465.75;914.5;1343.5;599.75;55.25;2042.75;3909.25;2469;3240.5;851.25;437.5
Feb 10 2021;12:00 PM;12:15 PM;1160;472.75;934.25;1346.5;619.5;55.5;2041;3915.5;2467.5;3249.75;1014.5;439.75
Feb 10 2021;12:15 PM;12:30 PM;1156.75;458.75;923;1351.5;632.5;55.5;2040.75;3928.75;2463;3256.25;844;438.75
Feb 10 2021;12:30 PM;12:45 PM;1156;460.25;928;1355.75;646.75;54.75;2043.25;3926.25;2474.25;3256.25;802.25;436
Feb 10 2021;12:45 PM;1:00 PM;1159;462.25;936.5;1371;640;54.5;2042;3921;2518.25;3249.25;643.75;438
Feb 10 2021;1:00 PM;1:15 PM;1139.25;465.75;926.75;1377.75;650;54.5;2044.25;3930.75;2559.25;3238.75;590.5;436.25
Feb 10 2021;1:15 PM;1:30 PM;1111.25;450.75;932;1387.5;638.5;54.5;2045;3920.5;2585.5;3248.25;535;441.25
Feb 10 2021;1:30 PM;1:45 PM;1080;444.5;956.5;1404.5;631;54.5;2045;3921.75;2590.5;3248.25;445.5;446.75
Feb 10 2021;1:45 PM;2:00 PM;1077.75;436.75;943.5;1417.5;615.5;54.5;2044.75;3922.5;2597.75;3230.25;355.75;449.5
Feb 10 2021;2:00 PM;2:15 PM;1080.25;439.5;936.25;1464;597.5;54.75;2042.75;3920;2617.75;3204;306.75;450.25
Feb 10 2021;2:15 PM;2:30 PM;1077.25;437.25;925.25;1491.25;566;55.25;2041.75;3914.25;2658;3181.25;210;451
Feb 10 2021;2:30 PM;2:45 PM;1075.5;435.75;911;1537.75;526.5;55.5;2040.25;3920.5;2680.25;3163.75;236;439.75
Feb 10 2021;2:45 PM;3:00 PM;1073.5;444;923;1528.75;480.25;55.5;2040.25;3904.75;2703;3147.5;221;403.25
Feb 10 2021;3:00 PM;3:15 PM;1079.25;445.75;887.25;1504.25;414.25;55.5;2042;3922.5;2710.25;3189;424;397
Feb 10 2021;3:15 PM;3:30 PM;1080.25;436.75;897.25;1516.75;361.5;55.5;2042.75;3917.75;2720.5;3197.25;399;397.75
Feb 10 2021;3:30 PM;3:45 PM;1082;451.25;892.5;1558.75;298;55.5;2043.25;3920.75;2720.5;3198.75;382.75;393.5
Feb 10 2021;3:45 PM;4:00 PM;1088.25;450;906.75;1508.5;234;55.75;2044.5;3925.75;2719.5;3194;415.75;394.5
Feb 10 2021;4:00 PM;4:15 PM;1095.25;444.25;934.75;1478;182.5;55.75;2044;3932;2713.5;3194;275.5;395
Feb 10 2021;4:15 PM;4:30 PM;1097.25;441.75;956;1467.75;128.75;55.5;2045;3924.25;2719;3194.25;350;395
Feb 10 2021;4:30 PM;4:45 PM;1109;445;921.25;1540.75;81.75;55.75;2044;3926.5;2714.75;3199.25;379.5;394.5
Feb 10 2021;4:45 PM;5:00 PM;1145.75;463.5;952.25;1516.75;44.25;55.75;2043.5;3928;2715.5;3198.5;494.25;394.75
Feb 10 2021;5:00 PM;5:15 PM;1178.5;445.75;958.5;1557.75;19.5;55.75;2044;3892.25;2733;3196.75;592;394.75
Feb 10 2021;5:15 PM;5:30 PM;1188.5;461;972;1610.25;6.5;55.75;2043.75;3919.75;2734;3218.25;712;394
Feb 10 2021;5:30 PM;5:45 PM;1193.25;472.75;979.5;1633.25;0.5;55.75;2044;3927.25;2723;3237.75;717.25;396.5
Feb 10 2021;5:45 PM;6:00 PM;1200.75;502;979.25;1638.75;0;55.75;2043.25;3922.75;2689.75;3233.75;964.25;400.5
Feb 10 2021;6:00 PM;6:15 PM;1192.75;513.5;998.5;1699.75;0;55.75;2042.25;3920;2674;3244.5;1107.25;402.25
Feb 10 2021;6:15 PM;6:30 PM;1187;513.5;995;1769;0;55.75;2041.25;3927;2667.25;3245;1067.75;400.25
