Date;Start;End;Biomass [MWh] Original resolutions;Hydropower [MWh] Original resolutions;Wind offshore [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other renewable [MWh] Original resolutions;Nuclear [MWh] Original resolutions;Lignite [MWh] Original resolutions;Hard coal [MWh] Original resolutions;Fossil gas [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions;Other conventional [MWh] Original resolutions
Jan 1 2021;12:00 AM;12:15 AM;1152.25;308.25;85;1050.25;0;56.75;2034.25;2898.5;937.25;1401.5;72.75;410.75
Jan 1 2021;12:15 AM;12:30 AM;1149;300.5;88;1019.25;0;56.75;2036.25;2904.5;872;1416.25;95;411.25
Jan 1 2021;12:30 AM;12:45 AM;1148.25;298.5;101.25;946.75;0;56.75;2036.75;2904.25;829.25;1419.25;82;409.25
Jan 1 2021;12:45 AM;1:00 AM;1147.75;297.75;108.75;918.25;0;56.75;2037.5;2901.25;805.25;1412.25;97.5;407
Jan 1 2021;1:00 AM;1:15 AM;1145.75;310.25;105.75;923.25;0;56.75;2037.5;2911;785;1362.75;155.75;409.5
Jan 1 2021;1:15 AM;1:30 AM;1145;297;103;901.75;0;56.75;2036.5;2898.25;758.75;1348.25;130.75;406.5
Jan 1 2021;1:30 AM;1:45 AM;1145.5;294.5;95.25;871.25;0;56.75;2038.25;2898;744.25;1347.5;123.25;409.25
Jan 1 2021;1:45 AM;2:00 AM;1148;294.5;90.5;845.25;0;56.75;2038;2895.5;756.75;1350.5;108.75;411
Jan 1 2021;2:00 AM;2:15 AM;1146;293.5;80;830.75;0;56.75;2039;2908.25;776.25;1335.75;140.25;410.5
Jan 1 2021;2:15 AM;2:30 AM;1145.5;289.75;76;817.5;0;56.75;2040.25;2910;769.75;1328.5;73.75;409
Jan 1 2021;2:30 AM;2:45 AM;1146.25;291.5;73;799;0;56.75;2039.5;2963.25;767.5;1330.25;4.5;407.25
Jan 1 2021;2:45 AM;3:00 AM;1143.5;289.25;76.25;769.75;0;56.75;2037.75;2977;753.75;1317.5;0.5;403.75
Jan 1 2021;3:00 AM;3:15 AM;1143.25;305.5;76.75;746;0;56.75;2036.25;3022.5;731.5;1292.25;0.5;407.25
Jan 1 2021;3:15 AM;3:30 AM;1141.25;292;77.5;710;0;56.75;2039.5;3054.5;717.25;1293;0.5;403.75
Jan 1 2021;3:30 AM;3:45 AM;1143;292.5;81;675;0;56.75;2038.75;3113.25;707.25;1283;0.5;404.25
Jan 1 2021;3:45 AM;4:00 AM;1143.25;289.25;84;656.5;0;56.75;2039.25;3147.25;696.5;1258.75;0.5;406.75
Jan 1 2021;4:00 AM;4:15 AM;1143.25;290.5;76.5;648.75;0;57.75;2038.5;3114.75;683.25;1248.75;0.25;399.75
Jan 1 2021;4:15 AM;4:30 AM;1143.75;289.25;75;628.25;0;58;2038.5;3091.5;675.5;1251.5;2.25;398.75
Jan 1 2021;4:30 AM;4:45 AM;1141.75;288.25;73.25;614.5;0;58;2036.25;3096.25;674;1253.5;1.75;410
Jan 1 2021;4:45 AM;5:00 AM;1142.25;287;71.5;601;0;58;2037.25;3092.5;680.5;1239.25;1.75;413.25
Jan 1 2021;5:00 AM;5:15 AM;1145.5;287.25;86.75;576.5;0;57.75;2039;3126.5;681;1255;19;413.75
Jan 1 2021;5:15 AM;5:30 AM;1150.75;287;102.75;542.25;0;57.75;2036.25;3148;676.75;1268.25;9.75;410.5
Jan 1 2021;5:30 AM;5:45 AM;1147.75;285.75;117.75;524.75;0;57.75;2036.25;3191;688.25;1266;4.25;412.5
Jan 1 2021;5:45 AM;6:00 AM;1145.25;285.5;124.75;497.25;0;58;2038.75;3234;690.5;1268.25;0.5;413.25
Jan 1 2021;6:00 AM;6:15 AM;1154.5;287.25;132;507.5;0;58.25;2038.5;3286.5;711.25;1279;20.75;416.75
Jan 1 2021;6:15 AM;6:30 AM;1158;290.25;138.25;502;0;58.25;2038.5;3300.5;698.75;1276.75;0.5;412.75
Jan 1 2021;6:30 AM;6:45 AM;1157.25;290.75;128.75;507.75;0;58.25;2039;3268.75;710.75;1272.25;6;414.75
Jan 1 2021;6:45 AM;7:00 AM;1158.5;292.25;111.25;493.5;0;58;2038.5;3195.25;715.75;1266;62.5;417
Jan 1 2021;7:00 AM;7:15 AM;1168.5;289.75;105;477.5;0;58;2037.75;3121.75;713.5;1281.5;122;417.75
Jan 1 2021;7:15 AM;7:30 AM;1173.75;288.75;99.75;496.25;0;58;2038.25;3108.25;725;1286;254.5;414.25
Jan 1 2021;7:30 AM;7:45 AM;1176.25;289.5;95.75;501.25;0;58;2038.25;3113.75;749;1285.5;277;416
Jan 1 2021;7:45 AM;8:00 AM;1174.5;289.5;88.75;500;0;58;2038.5;3128.75;764.5;1316.25;272.75;413.25
Jan 1 2021;8:00 AM;8:15 AM;1186.75;287.25;95.5;509.25;5.5;58;2038.75;3130.5;772.75;1372.75;20.25;411.5
Jan 1 2021;8:15 AM;8:30 AM;1190.5;286.25;94;517;20.75;58;2039.25;3111.25;770.5;1377.75;6.75;411.25
Jan 1 2021;8:30 AM;8:45 AM;1194.25;285;87;532.5;53.75;58;2040.25;3105.5;771.25;1391.5;12;413.5
Jan 1 2021;8:45 AM;9:00 AM;1194.75;293.75;83;528.75;114;58;2039.25;3088.5;772.75;1427.25;41.5;412.25
Jan 1 2021;9:00 AM;9:15 AM;1186.75;286.25;67.5;542.5;194.75;57.75;2039.75;3055.75;771.75;1485.75;0.75;412
Jan 1 2021;9:15 AM;9:30 AM;1187.75;287.5;56.5;540.75;284.25;57.75;2039.75;3049.75;768.5;1497.75;47;413
Jan 1 2021;9:30 AM;9:45 AM;1196.5;294.75;54.5;525.25;391.25;57.75;2040;3054.5;775;1521.25;34.25;413.5
Jan 1 2021;9:45 AM;10:00 AM;1193.75;295;69.75;515;493.5;57.75;2040.5;3009.5;769.75;1547.75;42.75;413.75
Jan 1 2021;10:00 AM;10:15 AM;1194.25;288.25;98;511;600.5;57.75;2040.75;2963.5;767;1611.5;11.75;416.5
Jan 1 2021;10:15 AM;10:30 AM;1197.5;289.5;113.5;488.75;700.75;57.75;2040.5;2946.5;765;1618.25;11.75;418.25
Jan 1 2021;10:30 AM;10:45 AM;1196.5;290;116;464.75;799.5;57.75;2040;2847;762.75;1634.75;17.25;416.25
Jan 1 2021;10:45 AM;11:00 AM;1201.25;291;119.25;456;885.75;57.75;2040;2850.75;763;1651;55.25;412
Jan 1 2021;11:00 AM;11:15 AM;1200.25;288.5;122.25;441;965;57.75;2041.5;2850.5;761;1671.5;25.25;411.75
Jan 1 2021;11:15 AM;11:30 AM;1198;288.5;129;423;1034.75;57.75;2040.5;2842.75;758.5;1757.25;34.75;409.75
Jan 1 2021;11:30 AM;11:45 AM;1200.5;291.5;151;390;1096;57.75;2039.75;2847.5;758.25;1855.75;26.75;412
Jan 1 2021;11:45 AM;12:00 PM;1196.75;291.25;155.25;373.5;1141.75;57.75;2038.5;2716.5;766.5;1859.75;32.5;410.5
Jan 1 2021;12:00 PM;12:15 PM;1184.5;292;154.75;360.25;1196.5;57.75;2038;2714.75;783;1855.5;110.75;417
Jan 1 2021;12:15 PM;12:30 PM;1182.5;291.25;160.5;334.75;1221.25;57.75;2038.25;2715.25;794.75;1855.5;93.75;413
Jan 1 2021;12:30 PM;12:45 PM;1186;293;174.5;321.25;1218.5;57.75;2038.5;2720.25;804.75;1869.25;96.75;413.5
Jan 1 2021;12:45 PM;1:00 PM;1185.5;293.5;179;306.25;1190.5;57.75;2038.25;2720.25;803.75;1865.25;71;410.75
Jan 1 2021;1:00 PM;1:15 PM;1178.5;292.75;192;289.5;1142.75;57.75;2038.5;2722.5;798.75;1847.75;69.75;409.5
Jan 1 2021;1:15 PM;1:30 PM;1171.25;292.5;203.25;289.5;1097.25;57.5;2038.5;2717.5;789.75;1848;69.25;417
Jan 1 2021;1:30 PM;1:45 PM;1172.75;293;223;288.75;1039.75;57.5;2038.25;2716.75;783.75;1857;64.75;416.5
Jan 1 2021;1:45 PM;2:00 PM;1171;293;218;290.25;954.5;57.5;2038.25;2718.25;778;1858.75;62.25;417
Jan 1 2021;2:00 PM;2:15 PM;1167.75;292.25;205;293.5;845.5;57.5;2038.25;2713;770;1849.25;99.25;417
Jan 1 2021;2:15 PM;2:30 PM;1168;292;229.5;307.25;738.5;57.75;2038.75;2712.75;772.75;1887.75;50.5;417.25
Jan 1 2021;2:30 PM;2:45 PM;1172.75;291.25;203.25;316.25;627;57.5;2039;2709;768.5;1902.5;48.25;416
Jan 1 2021;2:45 PM;3:00 PM;1170.75;290.75;162.5;327.75;514;57.5;2038.75;2708.25;776.75;1947.25;73.25;417.75
Jan 1 2021;3:00 PM;3:15 PM;1173;290;151.5;362.5;399;57.5;2039.25;2705.5;834;1942.5;73.5;411.25
Jan 1 2021;3:15 PM;3:30 PM;1174.75;291;163.25;376.5;280.75;57.75;2039.25;2714.25;864;1958;71.5;414.25
Jan 1 2021;3:30 PM;3:45 PM;1174;292;179.5;397.75;174.75;57.75;2039.5;2718.25;876.25;2003.5;75;416.5
Jan 1 2021;3:45 PM;4:00 PM;1170.5;295;174;427.75;90.25;57.75;2038.75;2717.5;874.75;2030.5;75.75;416.5
Jan 1 2021;4:00 PM;4:15 PM;1185;296.25;183.5;466.25;34.75;57.75;2037.75;2707;898.5;2072;424.5;418.5
Jan 1 2021;4:15 PM;4:30 PM;1190.25;296.75;211.25;509.5;8.25;57.75;2039.75;2709;916.5;2087;522;419
Jan 1 2021;4:30 PM;4:45 PM;1190.25;302;214.25;561;0.75;57.75;2040;2722.75;928;2092.5;625;416.5
Jan 1 2021;4:45 PM;5:00 PM;1201;299.25;223.5;609.5;0;57.75;2038.5;2736.25;954;2096;854.25;417.5
Jan 1 2021;5:00 PM;5:15 PM;1209.75;296;210;656.75;0;57.75;2037.75;2733.5;1001.5;2092.5;583.75;417.75
Jan 1 2021;5:15 PM;5:30 PM;1214.5;310.25;195.5;705.75;0;57.75;2037.75;2753.25;1023.75;2108.5;612;414.25
Jan 1 2021;5:30 PM;5:45 PM;1215.75;303.25;178;763;0;57.75;2037.75;2755.25;1033;2098.25;681.75;411.75
Jan 1 2021;5:45 PM;6:00 PM;1222.25;300.25;168;797.5;0;57.75;2037.75;2759.5;1034.5;2089.5;745.25;411.5
Jan 1 2021;6:00 PM;6:15 PM;1219;305.25;163;835;0;57.75;2037.5;2746.75;1016;2121;771;417
Jan 1 2021;6:15 PM;6:30 PM;1218.25;298.75;163.25;890.75;0;57.75;2037.75;2749;1015;2115.25;752.5;413.5
Jan 1 2021;6:30 PM;6:45 PM;1217;304.5;171.75;913.25;0;57.75;2038;2752.5;1010.25;2117.75;781;403
Jan 1 2021;6:45 PM;7:00 PM;1218.5;295.75;202.25;932.75;0;57.75;2037.5;2751.75;1005;2110.75;654;408
Jan 1 2021;7:00 PM;7:15 PM;1223;300.5;188;950;0;57.75;2038.5;2753.5;1027.5;2116;640.5;408.25
Jan 1 2021;7:15 PM;7:30 PM;1221.25;294.75;186.75;967.5;0;57.75;2039.25;2749.75;1031;2117;450.75;405.75
Jan 1 2021;7:30 PM;7:45 PM;1218;293.25;198.5;997.25;0;57.75;2038.75;2756;1029.25;2125.5;352;405.75
Jan 1 2021;7:45 PM;8:00 PM;1216.5;293;205;1016;0;57.75;2038.25;2742;1004.25;2120.25;306.25;406.75
Jan 1 2021;8:00 PM;8:15 PM;1209.5;316.25;214;1030.25;0;57.75;2038;2751.75;980.75;2123;424;417.75
Jan 1 2021;8:15 PM;8:30 PM;1208;295.25;201.5;1038;0;57.75;2038.5;2757.25;974;2135.25;230.5;417.25
Jan 1 2021;8:30 PM;8:45 PM;1205.5;292.25;163;1059.75;0;57.75;2038;2756.25;963.75;2090.25;195.25;416.25
Jan 1 2021;8:45 PM;9:00 PM;1204.25;294;144.75;1074.25;0;57.75;2037.75;2754.75;946.75;2063.75;119.75;414.25
Jan 1 2021;9:00 PM;9:15 PM;1200;298.75;135.25;1094;0;57.75;2037.25;2745.25;925.25;2101.75;253;417.5
Jan 1 2021;9:15 PM;9:30 PM;1195.25;308.5;152;1104;0;57.75;2036.75;2727.25;887.5;2101;124.5;423
Jan 1 2021;9:30 PM;9:45 PM;1190;313.75;155;1119.5;0;58;2037;2718.75;861;2100;206.75;420.5
Jan 1 2021;9:45 PM;10:00 PM;1193;302.5;200;1108.75;0;58;2037.75;2710.25;867.75;2106.75;128.75;418.25
Jan 1 2021;10:00 PM;10:15 PM;1183.75;310.75;230.5;1137.25;0;57.25;2036.5;2707.25;870.5;2049.75;452.5;415.75
Jan 1 2021;10:15 PM;10:30 PM;1182.5;306.5;224;1176.75;0;57.25;2034.5;2686.5;879;2025.75;268.5;415
Jan 1 2021;10:30 PM;10:45 PM;1183.5;309;195.75;1191;0;57.25;2033.75;2700.25;860;2020.25;225.25;414.5
Jan 1 2021;10:45 PM;11:00 PM;1182.5;301.75;190.75;1190;0;57.25;2036.25;2703.75;811.5;2007;99.25;414.5
Jan 1 2021;11:00 PM;11:15 PM;1176.25;312;199.75;1165;0;57.25;2036;2712.75;777.75;1919.75;80.5;411.25
Jan 1 2021;11:15 PM;11:30 PM;1169;298.75;163.25;1146.5;0;57.25;2036.5;2700.25;764.5;1876;51.75;406
Jan 1 2021;11:30 PM;11:45 PM;1167.25;305.5;122.5;1151.5;0;57.25;2036.5;2734;750.5;1781.25;58.25;409
Jan 1 2021;11:45 PM;12:00 AM;1170;306.5;104.5;1156.5;0;57.25;2032.75;2745.25;738.75;1670.5;31.75;412
Jan 2 2021;12:00 AM;12:15 AM;1153.25;298.25;108;1142.5;0;57;2016;2809.75;728.75;1534.25;29.25;416
Jan 2 2021;12:15 AM;12:30 AM;1155.75;295.5;114.5;1129.5;0;57;2018.25;2814;724.5;1534.5;7.25;415.25
Jan 2 2021;12:30 AM;12:45 AM;1155.25;298;103.75;1128;0;57;2026.5;2855.75;714.25;1508.25;9.75;414.25
Jan 2 2021;12:45 AM;1:00 AM;1159;300.5;98.25;1124.25;0;57;2032.25;2866;702.5;1483.25;15.5;413.25
Jan 2 2021;1:00 AM;1:15 AM;1155.75;292.75;97.5;1107.25;0;57;2031.75;2901;694.75;1419.75;14.5;398.75
Jan 2 2021;1:15 AM;1:30 AM;1152;288.25;104.75;1095.25;0;57;2026;2889.25;694.25;1419;9.75;392.5
Jan 2 2021;1:30 AM;1:45 AM;1145.5;291.5;116.5;1088;0;57;2032;2905.75;681.5;1407.5;9.5;390.5
Jan 2 2021;1:45 AM;2:00 AM;1141.5;287.75;113.75;1057.75;0;57;2030.5;2868;652;1403.5;8;391.75
Jan 2 2021;2:00 AM;2:15 AM;1148.25;295.5;127.75;1044.75;0;57;2026;2875.5;638.5;1353.25;14;396.5
Jan 2 2021;2:15 AM;2:30 AM;1152.5;288.75;157.25;1036.25;0;57;2024.5;2848.5;637.25;1356.75;8;396.5
Jan 2 2021;2:30 AM;2:45 AM;1151.75;295.75;150.5;1025.75;0;57;2025.25;2848.25;638.25;1357.5;8.75;392
Jan 2 2021;2:45 AM;3:00 AM;1154;292;126.75;1019;0;57;2024.75;2819.25;638;1355;9;393.25
Jan 2 2021;3:00 AM;3:15 AM;1152;301.5;109.25;1024.25;0;57.25;2026.25;2792.5;641.25;1345.5;4.75;395.75
Jan 2 2021;3:15 AM;3:30 AM;1154.75;296.25;100.25;1026;0;57.25;2022.75;2785.75;639.75;1351.75;6;393.25
Jan 2 2021;3:30 AM;3:45 AM;1155.5;297;101.25;1027.25;0;57.25;2022.5;2789.25;641;1358;9;396
Jan 2 2021;3:45 AM;4:00 AM;1151;289.5;95;1022.5;0;57.25;2023;2819.25;640.5;1368.5;8.75;395.75
Jan 2 2021;4:00 AM;4:15 AM;1151.25;298.25;86.75;1022.5;0;57.75;2031.25;2846;647.75;1376.5;8.5;395.75
Jan 2 2021;4:15 AM;4:30 AM;1153;297;79;1018.5;0;58;2032.25;2869.75;655.5;1371;8.25;394.75
Jan 2 2021;4:30 AM;4:45 AM;1153.25;291.75;74.25;993.75;0;57.75;2033.5;2886.25;654.5;1381.75;15.5;397.5
Jan 2 2021;4:45 AM;5:00 AM;1151;279.75;77;969.25;0;57.75;2034.5;2918.5;654.5;1383.5;20.25;399.5
Jan 2 2021;5:00 AM;5:15 AM;1152.75;278.75;87;924.75;0;57.75;2035;2979.75;653.75;1405.5;25.75;399.75
Jan 2 2021;5:15 AM;5:30 AM;1153.25;278.75;95.25;908.75;0;58;2034.75;2991;654.25;1398;54.25;400.25
Jan 2 2021;5:30 AM;5:45 AM;1154;278.75;104.75;897.5;0;58.25;2035.5;2995.75;659.5;1404.75;104.75;401.25
Jan 2 2021;5:45 AM;6:00 AM;1152.5;277.75;102;880.75;0;58.25;2035.25;3008.25;659.5;1433.5;78.25;402
Jan 2 2021;6:00 AM;6:15 AM;1163;290.5;110;863.75;0;58.25;2032.75;3006.75;663.5;1465;35.75;403.75
Jan 2 2021;6:15 AM;6:30 AM;1164.25;295;122;838.5;0;58.25;2032.5;3014.75;717.5;1461.25;16.5;403.25
Jan 2 2021;6:30 AM;6:45 AM;1158.25;287.5;133;818.5;0;58.25;2032.5;3048.5;758.25;1466.75;17.5;404.25
Jan 2 2021;6:45 AM;7:00 AM;1163.25;277.75;142.25;803.25;0;58.25;2032;3073.75;785.75;1491.5;7.75;403
Jan 2 2021;7:00 AM;7:15 AM;1171;284;154.75;790.25;0;58.25;2030;3075.5;819.25;1572.25;20.5;402.25
Jan 2 2021;7:15 AM;7:30 AM;1177;287;165.25;752.75;0;58.25;2029.75;3083.75;843;1577.5;33.75;402.75
Jan 2 2021;7:30 AM;7:45 AM;1176.75;288;159.25;729.75;0;58;2029.75;3077.25;868;1582.25;38;404.25
Jan 2 2021;7:45 AM;8:00 AM;1178.5;294.25;141.75;716.25;0;58;2035.5;3093;861.75;1612.5;34;404.5
Jan 2 2021;8:00 AM;8:15 AM;1185.75;283.5;125.5;701.75;8.75;58;2019;3127.75;876;1771.75;170.25;403
Jan 2 2021;8:15 AM;8:30 AM;1188.25;297.5;113.5;679.25;18.75;58;2017.25;3187;876.5;1810.25;197.5;403.75
Jan 2 2021;8:30 AM;8:45 AM;1193.5;301.5;109.5;665.5;43.25;58;2008;3214.75;872.5;1875;197.75;403.75
Jan 2 2021;8:45 AM;9:00 AM;1191.75;301;103.75;642;83.75;58;2009.25;3245.5;877.5;1924.75;197;403.25
Jan 2 2021;9:00 AM;9:15 AM;1196;291;96.25;619;140.5;58;2036.5;3254.5;893.5;2074;279;403.25
Jan 2 2021;9:15 AM;9:30 AM;1194;303;89.75;594.5;208.75;58;2037.25;3267.75;916.25;2091.25;280.5;402.25
Jan 2 2021;9:30 AM;9:45 AM;1201.75;304.25;83.25;554.75;277.5;58;2033.25;3256.75;940.5;2008.5;279.75;402.25
Jan 2 2021;9:45 AM;10:00 AM;1211.25;303.25;79.25;515.25;355.25;58;2035.25;3271.25;952;2106.25;358.75;404.5
Jan 2 2021;10:00 AM;10:15 AM;1209.5;296;72.75;477;433.75;58;2038;3276;969.25;2120.5;308.25;402.5
Jan 2 2021;10:15 AM;10:30 AM;1210;287;76;451.25;518;58;2038.75;3292;1001.25;2124.75;300.75;403.5
Jan 2 2021;10:30 AM;10:45 AM;1209.25;287.25;70.25;414;583.5;58;2037.75;3297.75;1026;2147;310.5;403.75
Jan 2 2021;10:45 AM;11:00 AM;1208;288;68.25;394.25;666.25;58;2037.5;3297.25;1055.25;2146.5;304.5;403.25
Jan 2 2021;11:00 AM;11:15 AM;1205.75;292;69;366.25;753.25;58;2038.25;3300.25;1055.25;2143;101.25;396.5
Jan 2 2021;11:15 AM;11:30 AM;1204.25;290.75;66.75;340.5;811;58;2038.5;3292.25;1068.75;2155;162.75;403.5
Jan 2 2021;11:30 AM;11:45 AM;1203;290.75;68.75;324.25;854.75;58;2038.5;3295;1068.25;2152;192;403
Jan 2 2021;11:45 AM;12:00 PM;1204.5;289;72.75;296.25;891.25;58;2038;3291.5;1067.75;2142.5;201.25;403.75
Jan 2 2021;12:00 PM;12:15 PM;1194.75;288.25;75;271.5;927.75;58;2038.5;3293.75;1053.25;2133.75;276.5;405.25
Jan 2 2021;12:15 PM;12:30 PM;1192.5;289;74.75;263.25;951;58;2039.25;3293.5;1053.25;2133.25;224.25;407
Jan 2 2021;12:30 PM;12:45 PM;1191.25;289;74.75;246;939.75;58;2039;3291;1055.75;2130.25;204;406.5
Jan 2 2021;12:45 PM;1:00 PM;1189;286;74.25;234.75;907.75;58;2038.75;3292;1055;2127.25;142.75;404.75
Jan 2 2021;1:00 PM;1:15 PM;1185.5;286.75;72;226.5;856.5;58;2039.25;3288.5;1055;2129.25;194.25;404.5
Jan 2 2021;1:15 PM;1:30 PM;1182.25;284;67;227.25;810.5;58;2039;3282.5;1057.5;2135.5;190.75;405.5
Jan 2 2021;1:30 PM;1:45 PM;1181;283.5;64.25;227;738.25;58;2038.5;3288.25;1061.75;2133.25;168.5;401.25
Jan 2 2021;1:45 PM;2:00 PM;1185.5;285.25;61.5;237.75;666.25;57.75;2039;3294.25;1068.5;2145;169.25;402.25
Jan 2 2021;2:00 PM;2:15 PM;1182;284.5;58.75;246.5;577.75;57.75;2038.5;3283.75;1078.25;2132.25;290;403
Jan 2 2021;2:15 PM;2:30 PM;1189;285;54;268.5;491.5;57.75;2038.5;3280.5;1084;2115.5;303;403
Jan 2 2021;2:30 PM;2:45 PM;1189;286.5;58.75;286.75;400.75;57.75;2038.75;3288;1085;2100;329.25;402
Jan 2 2021;2:45 PM;3:00 PM;1191;282.75;65.5;298.25;316.25;57.75;2038.5;3285;1068.25;2100.25;335.75;402
Jan 2 2021;3:00 PM;3:15 PM;1183;278;75.75;322.5;242.75;57.75;2038.5;3291.25;1054.5;2103.25;193.5;401.75
Jan 2 2021;3:15 PM;3:30 PM;1187;280.5;93.5;331.75;172;57.75;2038.5;3292.25;1051.5;2106.25;201;401.5
Jan 2 2021;3:30 PM;3:45 PM;1185.5;282;103;352.25;114.5;57.75;2038.25;3299.5;1051;2105;168.25;400.75
Jan 2 2021;3:45 PM;4:00 PM;1188.5;281.75;111.75;364.25;61;57.75;2038.5;3296;1048;2110.75;177.25;402
Jan 2 2021;4:00 PM;4:15 PM;1198.25;281.75;114;392.25;20.75;57.75;2038;3309.25;1045;2111.25;549;403.25
Jan 2 2021;4:15 PM;4:30 PM;1201.5;279;124.25;420;2.25;58;2038;3331.75;1057.5;2124;592.5;401.75
Jan 2 2021;4:30 PM;4:45 PM;1203.25;280.5;136;444.25;0.25;58;2037.75;3344.25;1089.25;2126;621.75;401
Jan 2 2021;4:45 PM;5:00 PM;1210;277.75;141.25;471;0;58;2038.75;3341;1132.5;2123.5;886.75;400.75
Jan 2 2021;5:00 PM;5:15 PM;1215.75;276.5;153.25;495;0;58;2039;3329;1131.75;2136.5;880.75;403.5
Jan 2 2021;5:15 PM;5:30 PM;1218.75;287.5;171;515.25;0;58;2038.75;3336.25;1133.5;2132;1071.75;401.75
Jan 2 2021;5:30 PM;5:45 PM;1223.25;282;191.75;541.5;0;58;2039;3332.5;1134;2135.25;1128.25;401.75
Jan 2 2021;5:45 PM;6:00 PM;1223.5;285;220.5;578;0;58;2038.5;3334.25;1133.5;2144;1156.25;401.5
Jan 2 2021;6:00 PM;6:15 PM;1221.25;279;248.25;622.75;0;58;2038.5;3328.75;1132.25;2137;1242.5;402.25
Jan 2 2021;6:15 PM;6:30 PM;1220.25;280;283;675;0;58;2038.75;3339.25;1168.75;2133;1047;401
Jan 2 2021;6:30 PM;6:45 PM;1223.5;281.25;287.75;713.25;0;58;2036.75;3334;1169.75;2131.5;955.25;401
Jan 2 2021;6:45 PM;7:00 PM;1224.75;281.5;280.25;749.75;0;58;2036.25;3336.5;1146.5;2136.75;863;397.75
Jan 2 2021;7:00 PM;7:15 PM;1227.25;283.25;290.75;783.25;0;57.75;2036.5;3344;1116.75;2146.5;783.25;398.75
Jan 2 2021;7:15 PM;7:30 PM;1224.25;282.25;313;805.75;0;57.75;2036.25;3335.75;1117;2161.25;572.75;401.75
Jan 2 2021;7:30 PM;7:45 PM;1225.25;282.25;337.25;831.25;0;57.75;2036.5;3339.5;1115.25;2159;471.25;399.75
Jan 2 2021;7:45 PM;8:00 PM;1219.25;278.5;356.25;855;0;57.75;2037;3331.5;1115.75;2153.5;384.25;401
Jan 2 2021;8:00 PM;8:15 PM;1214.5;285.5;356;873.75;0;57.75;2036.75;3323;1117;2134.75;633;402.25
Jan 2 2021;8:15 PM;8:30 PM;1209.25;277;347.25;897.75;0;57.75;2037.5;3292.75;1124.75;2138.25;395.75;401
Jan 2 2021;8:30 PM;8:45 PM;1208;278.25;346.75;924.25;0;57.75;2037;3277;1126.25;2141.75;354.75;399.75
Jan 2 2021;8:45 PM;9:00 PM;1208.5;278;363;952.25;0;58;2034.25;3259.75;1125.75;2123.25;268;401.75
Jan 2 2021;9:00 PM;9:15 PM;1199.75;299.75;366;979.5;0;58;2035.25;3285.75;1096.75;2110.75;202.75;402.5
Jan 2 2021;9:15 PM;9:30 PM;1198;279.75;371;1005.25;0;58;2037;3266;1053.5;2116.25;203.75;401
Jan 2 2021;9:30 PM;9:45 PM;1199.25;283.75;395.5;1052.25;0;58;2034;3254.75;1032;2114;46.75;400.75
Jan 2 2021;9:45 PM;10:00 PM;1197.25;280.5;400.75;1088.25;0;58;2034.25;3236.5;1018.5;2110.25;52.75;402.25
Jan 2 2021;10:00 PM;10:15 PM;1188.5;297.75;398.75;1142.5;0;58;2035.75;3224.25;987;2091;84.75;401.75
Jan 2 2021;10:15 PM;10:30 PM;1183.25;286.5;418.75;1196.75;0;58.25;2034.75;3206.75;975.5;2004.75;98;402.5
Jan 2 2021;10:30 PM;10:45 PM;1184.5;286.25;444.5;1231.5;0;58.25;2033.25;3185.75;976;1952;104.75;402
Jan 2 2021;10:45 PM;11:00 PM;1185.25;282.25;506.25;1274.25;0;58.25;2034.25;3177.5;956.75;1854;132.5;402
Jan 2 2021;11:00 PM;11:15 PM;1175.75;280.5;547.5;1321.25;0;58.25;2033.25;3143.75;928.75;1741.75;161.75;402.75
Jan 2 2021;11:15 PM;11:30 PM;1174;280.25;577.5;1364.25;0;58.25;2034;3064.25;936.25;1684.5;121.25;403.5
Jan 2 2021;11:30 PM;11:45 PM;1170;279.25;630;1418.25;0;58.25;2033.25;3001;956.25;1645.25;58.5;401.5
Jan 2 2021;11:45 PM;12:00 AM;1172.5;279;682.5;1490.25;0;58.25;2016.5;2916.75;967.75;1609;24.5;402.5
Jan 3 2021;12:00 AM;12:15 AM;1164;283.5;713.25;1554.25;0;58.25;2012.5;2822.75;1018.75;1381;67.75;413.75
Jan 3 2021;12:15 AM;12:30 AM;1161.75;292.25;686.5;1594.25;0;58.25;2003.75;2736.25;1042.75;1361.25;26.25;412.5
Jan 3 2021;12:30 AM;12:45 AM;1162.5;287;656.5;1661.5;0;58.25;1994.25;2675;1013.5;1289.25;11.75;413.25
Jan 3 2021;12:45 AM;1:00 AM;1161.25;284;699.25;1713.5;0;58.25;1982.75;2607;1001;1202;5.5;415
Jan 3 2021;1:00 AM;1:15 AM;1156.5;286.75;671.75;1787.25;0;58.25;1965;2606.5;977.5;1159.75;80;412.5
Jan 3 2021;1:15 AM;1:30 AM;1157.75;275.5;656.25;1843;0;58.25;1945.75;2564.75;970.75;1157.25;17.25;415.25
Jan 3 2021;1:30 AM;1:45 AM;1154.5;283.75;684.5;1897.75;0;58.25;1920.5;2509.5;915.25;1141.5;4.25;413.75
Jan 3 2021;1:45 AM;2:00 AM;1161.75;276.75;717.75;1934.75;0;58.25;1906;2447.75;903.5;1155.75;4.25;414.75
