Values
45850.68443
53080.63267
62415.50255
64794.97919
67174.45583
66076.23584
81908.90731
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
71750.37244
62690.05755
57015.92095
53995.81599
53904.29766
55734.6643
57473.51262
58022.62261
59029.32426
60493.61758
61774.87423
61408.8009
57290.47595
78705.76568
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
65069.53419
54270.37099
47498.01441
40817.17616
38071.62619
38163.14452
42006.91448
47864.08774
51982.41268
52806.07767
49236.86272
48413.19773
45118.53777
61774.87423
96826.39546
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
62598.53922
48138.64273
35783.66789
24801.46802
18944.29476
16473.29979
16656.33646
17388.48312
18761.2581
22788.06472
28004.60965
32763.56292
36790.36954
60402.09925
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
57107.43929
42372.9878
33129.63625
25350.57802
21415.28973
18486.7031
16381.78146
12995.60317
17205.44645
25350.57802
27913.09132
31573.82461
36149.74122
61317.28257
99846.50042
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
98473.72544
57748.06761
45759.1661
33404.19125
23520.21137
22330.47305
21140.73474
19127.33143
16015.70813
12629.52984
11714.34652
0
0
0
30658.64128
69004.82247
92433.51551
99663.46375
98382.2071
97558.54211
97100.95045
98473.72544
100121.0554
94629.95548
77241.47237
39169.84618
26906.38966
18486.7031
12263.45651
0
0
0
0
12904.08484
17205.44645
18578.22143
17754.55644
16747.85479
28279.16465
63971.3142
93165.66217
100121.0554
100853.2021
100853.2021
99754.98209
99205.87209
99205.87209
94538.43715
75685.66072
44569.42778
34227.85624
25442.09635
17754.55644
12995.60317
12721.04817
16015.70813
22788.06472
28462.20131
31848.3796
30384.08629
28645.23798
26997.908
44294.87278
74678.95907
100029.5371
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
100853.2021
98290.68877
82824.09063
42830.57946
27638.53632
21140.73474
15558.11647
12263.45651
11348.27319
14185.34149
14185.34149
16564.81813
18761.2581
18669.73977
16381.78146
12629.52984
23520.21137
63788.27754
82366.49897
87216.97058
88955.81889
88498.22723
86850.89725
80170.059
73489.22075
59944.50758
41274.76782
24801.46802
17113.92812
0
0
0
0
0
0
0
0
0
0
0
22238.95472
55002.51765
71292.78078
75228.06906
76417.80738
76966.91737
79712.46734
80993.72399
78431.21069
67357.49249
46582.83108
12995.60317
0
0
0
0
0
0
0
0
0
0
0
0
0
23703.24804
39169.84618
50243.56437
58937.80593
66259.27251
70926.70745
75777.17905
76783.88071
75319.58739
59852.98925
30018.01296
19859.47809
15558.11647
12171.93818
0
0
0
14093.82316
14825.96981
15283.56148
16015.70813
16473.29979
15741.15314
30841.67795
72207.9641
90694.6672
95819.6938
97650.06045
97467.02378
96551.84046
94172.36382
89962.52054
