Values
198468,4733
229763,9012
270170,6563
280470,4174
290770,1785
286016,4426
354549,4683
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
310577,4113
271359,0903
246798,1215
233725,3478
233329,2032
241252,0963
248778,8448
251155,7127
255513,304
261851,6185
267397,6437
265813,0651
247986,5555
340684,4053
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
281658,8513
234913,7818
205599,0771
176680,5172
164796,1774
165192,3221
181830,3977
207183,6558
225010,1654
228575,4673
213125,8256
209560,5237
195299,3161
267397,6437
419121,0474
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
270962,9456
208372,0897
154892,561
107355,2021
82001,94406
71306,03832
72098,32763
75267,48489
81209,65475
98640,01967
121220,2651
141819,7873
159250,1522
261455,4738
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
247194,2662
183414,9763
143404,3659
109732,0701
92697,84981
80021,22078
70909,89366
56252,54134
74475,19557
109732,0701
120824,1205
136669,9068
156477,1396
265416,9204
432193,8211
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
426251,6513
249967,2788
198072,3287
144592,7999
101809,1769
96659,29638
91509,41584
82794,23338
69325,31503
54667,96271
50706,51614
0
0
0
132708,4602
298693,0716
400106,1039
431401,5318
425855,5066
422290,2047
420309,4814
426251,6513
433382,2551
409613,5757
334346,0908
169549,9133
116466,5292
80021,22078
53083,38408
0
0
0
0
55856,39668
74475,19557
80417,36543
76852,06352
72494,47229
122408,6991
276905,1155
403275,2611
433382,2551
436551,4124
436551,4124
431797,6765
429420,8085
429420,8085
409217,431
327611,6316
192922,4481
148158,1018
110128,2147
76852,06352
56252,54134
55064,10737
69325,31503
98640,01967
123200,9884
137858,3407
131520,0262
123993,2777
116862,6739
191734,0141
323254,0404
432986,1104
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
425459,3619
358510,9149
185395,6996
119635,6865
91509,41584
67344,59174
53083,38408
49121,93751
61402,42188
61402,42188
71702,18297
81209,65475
80813,51009
70909,89366
54667,96271
101809,1769
276112,8261
356530,1916
377525,8584
385052,6069
383071,8836
375941,2798
347022,7198
318104,1598
259474,7505
178661,2404
107355,2021
74079,05092
0
0
0
0
0
0
0
0
0
0
0
96263,15173
238082,939
308596,688
325630,9083
330780,7889
333157,6568
345041,9965
350588,0217
339495,9713
291562,4678
201637,6306
56252,54134
0
0
0
0
0
0
0
0
0
0
0
0
0
102601,4662
169549,9133
217483,4169
255117,1593
286808,7319
307012,1094
328007,7763
332365,3675
326027,053
259078,6059
129935,4476
85963,39064
67344,59174
52687,23942
0
0
0
61006,27723
64175,43448
66156,15777
69325,31503
71306,03832
68136,88106
133500,7495
312558,1346
392579,3554
414763,4562
422686,3493
421894,06
417932,6135
407632,8524
389410,1981
366037,6634
282054,996
166776,9007
129935,4476
99828,45364
87944,11392
78832,7868
63779,28983
65363,86846
76059,7742
97055,44104
101809,1769
95470,86241
104582,1895
85171,10132
143008,2213
303446,8075
384260,3176
427440,0852
436551,4124
436551,4124
436551,4124
436551,4124
436551,4124
431005,3871
340288,2606
178661,2404
115278,0953
86755,67995
70513,749
61402,42188
61402,42188
62987,00051
74871,34023
89924,83721
104582,1895
