Values
0
0
0
0
0
0
0.085
0.349
0.602
0.702
0.741
0.752
0.763
0.755
0.722
0.649
0.459
0.049
0
0
0
0
0
0
0
0
0
0
0
0
0.186
0.568
0.722
0.769
0.785
0.786
0.779
0.765
0.731
0.650
0.446
0.048
0
0
0
0
0
0
0
0
0
0
0
0
0.090
0.380
0.600
0.683
0.729
0.735
0.737
0.707
0.689
0.629
0.443
0.046
0
0
0
0
0
0
0
0
0
0
0
0
0.122
0.447
0.671
0.757
0.774
0.776
0.769
0.754
0.720
0.648
0.467
0.053
0
0
0
0
0
0
0
0
0
0
0
0
0.130
0.482
0.711
0.763
0.780
0.779
0.770
0.752
0.715
0.635
0.441
0.045
0
0
0
0
0
0
0
0
0
0
0
0
0.102
0.396
0.630
0.736
0.751
0.751
0.736
0.702
0.640
0.522
0.360
0.030
0
0
0
0
0
0
0
0
0
0
0
0
0.064
0.347
0.636
0.732
0.763
0.769
0.760
0.738
0.693
0.586
0.351
0.031
0
0
0
0
0
0
0
0
0
0
0
0
0.086
0.368
0.659
0.732
0.744
0.741
0.731
0.706
0.646
0.565
0.407
0.043
0
0
0
0
0
0
0
0
0
0
0
0
0.097
0.477
0.682
0.744
0.766
0.762
0.735
0.635
0.519
0.327
0.138
0.007
0
0
0
0
0
0
0
0
0
0
0
0
0.161
0.513
0.704
0.756
0.768
0.755
0.744
0.702
0.640
0.509
0.320
0.030
0
0
0
0
0
0
0
0
0
0
0
0
0.033
0.182
0.341
0.465
0.564
0.636
0.657
0.652
0.608
0.534
0.344
0.032
0
0
0
0
0
0
0
0
0
0
0
0
0.131
0.480
0.659
0.719
0.750
0.756
0.750
0.714
0.639
0.557
0.334
0.035
0
0
0
0
0
0
0
0
0
0
0
0
0.123
0.428
0.624
0.751
0.770
0.765
0.749
0.726
0.672
0.597
0.388
0.044
0
0
0
0
0
0
0
0
0
0
0
0
0.125
0.444
0.722
0.778
0.791
0.787
0.777
0.757
0.719
0.640
0.451
0.061
0
0
0
0
0
0
0
0
0
0
0
0
0.129
0.432
0.655
0.739
0.763
0.754
0.748
0.727
0.595
0.518
0.371
0.045
0
0
0
0
0
0
0
0
0
0
0
0
0.112
0.419
0.654
0.714
0.726
0.727
0.703
0.596
0.603
0.560
0.356
0.036
0
0
0
0
0
0
0
0
0
0
0
0
0.068
0.326
0.576
0.711
0.741
0.698
0.680
0.653
0.574
0.462
0.280
0.028
0
0
0
0
0
0
0
0
0
0
0
0
0.061
0.269
0.516
0.645
0.721
0.705
0.680
0.660
0.598
0.522
0.329
0.035
0
0
0
0
0
0
0
0
0
0
0
0
0.100
0.430
0.668
0.735
0.777
0.772
0.759
0.734
0.662
0.551
0.362
0.051
0
0
0
0
0
0
0
0
0
0
0
0
0.110
0.438
0.676
0.762
0.777
0.771
0.759
0.739
0.697
0.615
0.419
0.058
0
0
0
0
0
0
0
0
0
0
0
0
0.089
0.369
0.594
0.691
0.742
0.701
0.650
0.631
0.607
0.541
0.336
0.035
0
0
0
0
0
0
0
0
0
0
0
0
0.104
0.403
0.636
0.700
0.724
0.690
0.683
0.655
0.604
0.542
0.345
0.041
0
0
0
0
0
0
0
0
0
0
0
0
0.131
0.473
0.714
0.769
0.781
0.776
0.763
0.735
0.692
0.606
0.410
0.057
0
0
0
0
0
0
0
0
0
0
0
0
0.102
0.400
0.645
0.759
0.781
0.778
0.765
0.744
0.704
0.620
0.425
0.065
0
0
0
0
0
0
0
0
0
0
0
0
0.118
0.441
0.683
0.755
0.781
0.777
0.764
0.743
0.703
0.623
0.432
0.065
0
0
0
0
0
0
0
0
0
0
0
0
0.111
0.416
0.699
0.747
0.761
0.753
0.747
0.733
0.698
0.610
0.390
0.056
0
0
0
0
0
0
0
0
0
0
0
0
0.136
0.465
0.635
0.753
0.770
0.767
0.756
0.734
0.689
0.595
0.383
0.054
0
0
0
0
0
0
0
0
0
0
0
0
0.187
0.564
0.721
0.758
0.764
0.762
0.748
0.721
0.680
0.595
0.396
0.065
0
0
0
0
0
0
0
0
0
0
0
0
0.164
0.492
0.694
0.761
0.787
0.788
0.777
0.757
0.719
0.644
0.465
0.088
0
0
0
0
0
0
0
0
0
0
0
0
0.196
0.601
0.745
0.778
0.783
0.777
0.770
0.733
0.680
0.577
0.371
0.062
0
0
0
0
0
0
0
0
0
0
0
0
0.107
0.387
0.605
0.695
