Values
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
0
0
0
0
0
0
0
0
0
0
0
0
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
174,6986301
